# SIMULATED TEACHING DATA; synthetic weekday grid, not real market prices or actual exchange sessions.
date,asset_a,asset_b
2021-03-26,114.12729,106.04415
2021-03-29,114.719559,106.266852
2021-03-30,115.289481,106.48885
2021-03-31,115.831936,106.709595
2021-04-01,116.342085,106.928537
2021-04-02,116.815445,107.145126
2021-04-05,117.247959,107.358814
2021-04-06,117.636065,107.569057
2021-04-07,117.976753,107.775318
2021-04-08,118.267615,107.977067
2021-04-09,118.50689,108.173781
2021-04-12,118.693492,108.36495
2021-04-13,118.827032,108.550077
2021-04-14,118.907823,108.728676
2021-04-15,118.936878,108.90028
2021-04-16,118.915891,109.064439
2021-04-19,118.847211,109.22072
2021-04-20,118.733802,109.368712
2021-04-21,118.579192,109.508027
2021-04-22,118.387423,109.638299
2021-04-23,118.162978,109.759188
2021-04-26,117.910718,109.870379
2021-04-27,117.635804,109.971584
2021-04-28,117.343627,110.062546
2021-04-29,117.039723,110.143034
2021-04-30,116.729706,110.21285
2021-05-03,116.419189,110.271824
2021-05-04,116.113714,110.319822
2021-05-05,115.818684,110.356738
2021-05-06,115.539304,110.382501
2021-05-07,115.280518,110.397072
2021-05-10,115.046964,110.400445
2021-05-11,114.842921,110.392648
2021-05-12,114.672272,110.373741
2021-05-13,114.538465,110.343816
2021-05-14,114.444487,110.303
2021-05-17,114.392833,110.25145
2021-05-18,114.38549,110.189354
2021-05-19,114.423918,110.116931
2021-05-20,114.509037,110.034431
2021-05-21,114.64122,109.942131
2021-05-24,114.820288,109.840337
2021-05-25,115.04551,109.72938
2021-05-26,115.315607,109.609619
2021-05-27,115.628756,109.481434
2021-05-28,115.982607,109.345231
2021-05-31,116.374298,109.201433
2021-06-01,116.800475,109.050488
2021-06-02,117.257319,108.892857
2021-06-03,117.740583,108.72902
2021-06-04,118.245623,108.559473
2021-06-07,118.76745,108.384723
2021-06-08,119.300777,108.205289
2021-06-09,119.840074,108.021701
2021-06-10,120.379636,107.834496
2021-06-11,120.913647,107.644217
2021-06-14,121.436255,107.451412
2021-06-15,121.941647,107.256634
2021-06-16,122.42413,107.060434
2021-06-17,122.878209,106.863365
2021-06-18,123.298674,106.665978
2021-06-21,123.680673,106.468819
2021-06-22,124.019791,106.272432
2021-06-23,124.312119,106.077351
2021-06-24,124.554322,105.884105
2021-06-25,124.743691,105.693213
2021-06-28,124.878189,105.505183
2021-06-29,124.95649,105.320512
2021-06-30,124.977998,105.139683
2021-07-01,124.942859,104.963167
2021-07-02,124.851957,104.791418
2021-07-05,124.706905,104.624875
2021-07-06,124.510009,104.46396
2021-07-07,124.264234,104.309075
2021-07-08,123.973153,104.160606
2021-07-09,123.640891,104.018919
2021-07-12,123.272052,103.884359
2021-07-13,122.871651,103.757249
2021-07-14,122.445036,103.637893
2021-07-15,121.997809,103.526571
2021-07-16,121.53574,103.423542
2021-07-19,121.064694,103.329041
2021-07-20,120.590546,103.24328
2021-07-21,120.119107,103.166448
2021-07-22,119.656058,103.098707
2021-07-23,119.206875,103.040199
2021-07-26,118.776774,102.991039
2021-07-27,118.370654,102.951317
2021-07-28,117.993048,102.9211
2021-07-29,117.64808,102.900429
2021-07-30,117.339428,102.88932
2021-08-02,117.070294,102.887765
2021-08-03,116.843376,102.895729
2021-08-04,116.660848,102.913155
2021-08-05,116.524343,102.939959
2021-08-06,116.434946,102.976033
2021-08-09,116.393182,103.021246
2021-08-10,116.399014,103.075441
2021-08-11,116.451846,103.138439
2021-08-12,116.550525,103.210034
2021-08-13,116.693355,103.290001
2021-08-16,116.878104,103.37809
2021-08-17,117.102026,103.474028
2021-08-18,117.361882,103.577521
2021-08-19,117.653967,103.688255
2021-08-20,117.974145,103.805894
2021-08-23,118.317884,103.93008
2021-08-24,118.680302,104.06044
2021-08-25,119.056215,104.196579
2021-08-26,119.440195,104.338085
2021-08-27,119.826629,104.484529
2021-08-30,120.209785,104.635468
2021-08-31,120.583885,104.790442
2021-09-01,120.943178,104.948977
2021-09-02,121.282015,105.110588
2021-09-03,121.594932,105.274776
2021-09-06,121.876729,105.441033
2021-09-07,122.122542,105.608842
2021-09-08,122.327925,105.777677
2021-09-09,122.488915,105.947008
2021-09-10,122.6021,106.116297
2021-09-13,122.66467,106.285005
2021-09-14,122.674468,106.45259
2021-09-15,122.630026,106.618508
2021-09-16,122.530587,106.782219
2021-09-17,122.376119,106.943184
2021-09-20,122.167316,107.100869
2021-09-21,121.905585,107.254746
2021-09-22,121.59302,107.404295
2021-09-23,121.232368,107.549004
2021-09-24,120.826982,107.688374
2021-09-27,120.38076,107.821918
2021-09-28,119.89809,107.949162
2021-09-29,119.383771,108.069651
2021-09-30,118.842944,108.182945
2021-10-01,118.281009,108.288624
2021-10-04,117.70355,108.386289
2021-10-05,117.116254,108.475562
2021-10-06,116.524834,108.556089
2021-10-07,115.934955,108.627541
2021-10-08,115.352164,108.689615
2021-10-11,114.781821,108.742034
2021-10-12,114.229045,108.784551
2021-10-13,113.698654,108.816945
2021-10-14,113.195121,108.839029
2021-10-15,112.72253,108.850642
2021-10-18,112.284538,108.851659
2021-10-19,111.884351,108.841982
2021-10-20,111.524691,108.821548
2021-10-21,111.207784,108.790326
2021-10-22,110.935339,108.748317
2021-10-25,110.708545,108.695554
2021-10-26,110.528055,108.632102
2021-10-27,110.393994,108.558061
2021-10-28,110.305955,108.473558
2021-10-29,110.263005,108.378754
2021-11-01,110.263696,108.273841
2021-11-02,110.306076,108.159039
2021-11-03,110.387706,108.034598
2021-11-04,110.505683,107.900797
2021-11-05,110.656663,107.757939
2021-11-08,110.836891,107.606356
2021-11-09,111.042239,107.446402
2021-11-10,111.268239,107.278457
2021-11-11,111.510136,107.10292
2021-11-12,111.762932,106.920213
2021-11-15,112.021444,106.730776
2021-11-16,112.280363,106.535065
2021-11-17,112.534316,106.333554
2021-11-18,112.777938,106.126731
2021-11-19,113.005937,105.915095
2021-11-22,113.213171,105.699157
2021-11-23,113.394717,105.479438
2021-11-24,113.545945,105.256465
2021-11-25,113.662585,105.030771
2021-11-26,113.740796,104.802896
2021-11-29,113.777224,104.573378
2021-11-30,113.769057,104.34276
2021-12-01,113.714069,104.111582
2021-12-02,113.61066,103.880384
2021-12-03,113.457879,103.649701
2021-12-06,113.255438,103.420062
2021-12-07,113.003722,103.191992
2021-12-08,112.703773,102.966006
2021-12-09,112.357279,102.74261
2021-12-10,111.966537,102.522302
2021-12-13,111.534419,102.305565
2021-12-14,111.064318,102.092871
2021-12-15,110.560096,101.884679
2021-12-16,110.026017,101.681431
2021-12-17,109.466682,101.483555
2021-12-20,108.886956,101.291461
2021-12-21,108.291898,101.105543
2021-12-22,107.686684,100.926176
2021-12-23,107.07654,100.753714
2021-12-24,106.46667,100.588495
2021-12-27,105.862187,100.430834
2021-12-28,105.268059,100.281026
2021-12-29,104.689045,100.139344
2021-12-30,104.129646,100.006041
2021-12-31,103.594062,99.881346
2022-01-03,103.086147,99.765465
2022-01-04,102.609376,99.658584
2022-01-05,102.166818,99.560863
2022-01-06,101.761111,99.472439
2022-01-07,101.394442,99.393427
2022-01-10,101.068532,99.323918
2022-01-11,100.784629,99.263977
2022-01-12,100.5435,99.213649
2022-01-13,100.345426,99.172951
2022-01-14,100.190208,99.141878
2022-01-17,100.077167,99.120403
2022-01-18,100.005153,99.108472
2022-01-19,99.972556,99.10601
2022-01-20,99.977322,99.112917
2022-01-21,100.016966,99.129071
2022-01-24,100.088599,99.154324
2022-01-25,100.18895,99.18851
2022-01-26,100.314396,99.231437
2022-01-27,100.461,99.282892
2022-01-28,100.624543,99.34264
2022-01-31,100.800573,99.410425
2022-02-01,100.984449,99.48597
2022-02-02,101.171395,99.568978
2022-02-03,101.356553,99.659133
2022-02-04,101.535047,99.756098
2022-02-07,101.70204,99.85952
2022-02-08,101.852802,99.969025
2022-02-09,101.982773,100.084225
2022-02-10,102.087627,100.204716
2022-02-11,102.163338,100.330076
2022-02-14,102.206238,100.459871
2022-02-15,102.213077,100.593653
2022-02-16,102.181067,100.730962
2022-02-17,102.107935,100.871326
2022-02-18,101.991953,101.014264
2022-02-21,101.83197,101.159285
2022-02-22,101.627425,101.305892
2022-02-23,101.378359,101.453579
2022-02-24,101.085413,101.601838
2022-02-25,100.749812,101.750154
2022-02-28,100.373343,101.898014
2022-03-01,99.958326,102.0449
2022-03-02,99.507569,102.190298
2022-03-03,99.024325,102.333694
2022-03-04,98.512232,102.474578
2022-03-07,97.975257,102.612448
2022-03-08,97.417634,102.746805
2022-03-09,96.843796,102.877162
2022-03-10,96.258313,103.003039
2022-03-11,95.665822,103.123969
2022-03-14,95.070969,103.239499
2022-03-15,94.478344,103.349189
2022-03-16,93.892426,103.452616
2022-03-17,93.31753,103.549375
2022-03-18,92.757758,103.63908
2022-03-21,92.216955,103.721365
2022-03-22,91.698672,103.795886
2022-03-23,91.206136,103.862321
2022-03-24,90.742216,103.920373
2022-03-25,90.309406,103.969772
2022-03-28,89.909802,104.010271
2022-03-29,89.545092,104.041651
2022-03-30,89.216545,104.063724
2022-03-31,88.925003,104.076327
2022-04-01,88.670881,104.079327
2022-04-04,88.454164,104.072623
2022-04-05,88.274415,104.056142
2022-04-06,88.130778,104.029843
2022-04-07,88.02199,103.993714
2022-04-08,87.946391,103.947775
2022-04-11,87.90194,103.892076
2022-04-12,87.886239,103.826698
2022-04-13,87.896545,103.751751
2022-04-14,87.929806,103.667377
2022-04-15,87.982684,103.573743
2022-04-18,88.051588,103.47105
2022-04-19,88.132716,103.359521
2022-04-20,88.222091,103.239411
2022-04-21,88.315607,103.110997
2022-04-22,88.409076,102.974583
2022-04-25,88.498281,102.830497
2022-04-26,88.579027,102.679087
2022-04-27,88.647198,102.520726
2022-04-28,88.698813,102.355805
2022-04-29,88.730079,102.184732
2022-05-02,88.737452,102.007936
2022-05-03,88.717686,101.825858
2022-05-04,88.667884,101.638955
2022-05-05,88.585543,101.447698
2022-05-06,88.468594,101.252565
2022-05-09,88.315438,101.054047
2022-05-10,88.124968,100.852643
2022-05-11,87.896588,100.648855
2022-05-12,87.630223,100.443194
2022-05-13,87.32632,100.236171
2022-05-16,86.985838,100.0283
2022-05-17,86.610229,99.820096
2022-05-18,86.201416,99.612072
2022-05-19,85.761758,99.404737
2022-05-20,85.294008,99.198599
2022-05-23,84.801272,98.994158
2022-05-24,84.286954,98.791907
2022-05-25,83.754704,98.592334
2022-05-26,83.208365,98.395915
2022-05-27,82.651911,98.203116
2022-05-30,82.089396,98.014392
2022-05-31,81.524896,97.830187
2022-06-01,80.962456,97.650929
2022-06-02,80.40604,97.477033
2022-06-03,79.859487,97.308898
2022-06-06,79.326467,97.146908
2022-06-07,78.810441,96.991429
2022-06-08,78.314634,96.84281
2022-06-09,77.841997,96.701381
2022-06-10,77.395193,96.567454
2022-06-13,76.976568,96.441321
2022-06-14,76.588142,96.323256
2022-06-15,76.231591,96.213508
2022-06-16,75.908245,96.112311
2022-06-17,75.619075,96.019873
2022-06-20,75.364697,95.936383
2022-06-21,75.145368,95.862008
2022-06-22,74.960991,95.796892
2022-06-23,74.811117,95.741158
2022-06-24,74.694958,95.694905
2022-06-27,74.611389,95.658211
2022-06-28,74.558965,95.63113
2022-06-29,74.535934,95.613694
2022-06-30,74.540251,95.605913
2022-07-01,74.569602,95.607772
2022-07-04,74.621421,95.619235
2022-07-05,74.692918,95.640243
2022-07-06,74.781106,95.670715
2022-07-07,74.88283,95.710545
2022-07-08,74.994803,95.759609
2022-07-11,75.113644,95.817756
2022-07-12,75.235912,95.884818
2022-07-13,75.358154,95.960601
2022-07-14,75.476945,96.044894
2022-07-15,75.588932,96.137462
2022-07-18,75.690885,96.23805
2022-07-19,75.779734,96.346385
2022-07-20,75.852624,96.462173
2022-07-21,75.906948,96.585101
2022-07-22,75.940395,96.714837
2022-07-25,75.950979,96.851032
2022-07-26,75.937077,96.993321
2022-07-27,75.897455,97.141321
2022-07-28,75.831282,97.294634
2022-07-29,75.738153,97.452847
2022-08-01,75.618088,97.615534
2022-08-02,75.471539,97.782255
2022-08-03,75.299377,97.952559
2022-08-04,75.10288,98.125984
2022-08-05,74.883712,98.302057
2022-08-08,74.643899,98.480299
2022-08-09,74.385791,98.660221
2022-08-10,74.112032,98.841329
2022-08-11,73.825515,99.023125
2022-08-12,73.52934,99.205105
2022-08-15,73.226774,99.386767
2022-08-16,72.921198,99.567604
2022-08-17,72.616069,99.747113
2022-08-18,72.31487,99.924791
2022-08-19,72.021073,100.10014
2022-08-22,71.738091,100.272666
2022-08-23,71.469248,100.441885
2022-08-24,71.217739,100.607317
2022-08-25,70.986599,100.768494
2022-08-26,70.778676,100.924961
2022-08-29,70.596604,101.076274
2022-08-30,70.442781,101.222002
2022-08-31,70.319351,101.361734
2022-09-01,70.228188,101.495072
2022-09-02,70.170881,101.62164
2022-09-05,70.148724,101.74108
2022-09-06,70.162707,101.853057
2022-09-07,70.213507,101.957256
2022-09-08,70.301486,102.053389
2022-09-09,70.426689,102.14119
2022-09-12,70.588836,102.220421
2022-09-13,70.78733,102.290869
2022-09-14,71.021255,102.352348
2022-09-15,71.289382,102.404702
2022-09-16,71.590173,102.447804
2022-09-19,71.921795,102.481553
2022-09-20,72.282128,102.505882
2022-09-21,72.668781,102.52075
2022-09-22,73.07911,102.526148
2022-09-23,73.510238,102.522098
2022-09-26,73.959085,102.50865
2022-09-27,74.422392,102.485885
2022-09-28,74.896754,102.453913
2022-09-29,75.37866,102.412874
2022-09-30,75.864529,102.362935
2022-10-03,76.350756,102.304293
2022-10-04,76.833755,102.237171
2022-10-05,77.310006,102.161817
2022-10-06,77.776106,102.078508
2022-10-07,78.228816,101.987543
2022-10-10,78.665109,101.889244
2022-10-11,79.082219,101.783956
2022-10-12,79.47768,101.672047
2022-10-13,79.84937,101.5539
2022-10-14,80.195545,101.429921
2022-10-17,80.514871,101.30053
2022-10-18,80.806442,101.166163
2022-10-19,81.069801,101.027272
2022-10-20,81.304949,100.884317
2022-10-21,81.512342,100.737775
2022-10-24,81.692891,100.588127
2022-10-25,81.847944,100.435864
2022-10-26,81.979266,100.281485
2022-10-27,82.089014,100.125491
2022-10-28,82.179702,99.968389
2022-10-31,82.254162,99.810685
2022-11-01,82.315505,99.652888
2022-11-02,82.367074,99.495504
2022-11-03,82.412397,99.339037
2022-11-04,82.455139,99.183989
2022-11-07,82.499053,99.030853
2022-11-08,82.547931,98.880119
2022-11-09,82.605558,98.732267
2022-11-10,82.675666,98.58777
2022-11-11,82.76189,98.44709
2022-11-14,82.867729,98.310677
2022-11-15,82.996508,98.178969
2022-11-16,83.15134,98.052393
2022-11-17,83.335098,97.931359
2022-11-18,83.550385,97.816263
2022-11-21,83.799505,97.707486
2022-11-22,84.084441,97.605391
2022-11-23,84.406837,97.510326
2022-11-24,84.767975,97.422617
2022-11-25,85.168762,97.342574
2022-11-28,85.609714,97.270488
2022-11-29,86.090947,97.20663
2022-11-30,86.61217,97.151249
2022-12-01,87.172675,97.104574
2022-12-02,87.771337,97.066815
2022-12-05,88.406614,97.038158
2022-12-06,89.07655,97.018767
2022-12-07,89.778784,97.008786
2022-12-08,90.510564,97.008334
2022-12-09,91.268761,97.01751
2022-12-12,92.049892,97.036389
2022-12-13,92.850151,97.065022
2022-12-14,93.665437,97.103439
2022-12-15,94.4914,97.151646
2022-12-16,95.323481,97.209624
2022-12-19,96.156963,97.277335
2022-12-20,96.987029,97.354713
2022-12-21,97.808821,97.441673
2022-12-22,98.617505,97.538105
2022-12-23,99.408337,97.643876
2022-12-26,100.17673,97.758831
2022-12-27,100.918326,97.882793
2022-12-28,101.629063,98.015561
2022-12-29,102.305238,98.156914
2022-12-30,102.94357,98.306609
2023-01-02,103.541256,98.464382
2023-01-03,104.096016,98.629946
2023-01-04,104.606138,98.802996
2023-01-05,105.070506,98.983208
2023-01-06,105.488621,99.170236
2023-01-09,105.860614,99.363717
2023-01-10,106.187241,99.563271
2023-01-11,106.469876,99.7685
2023-01-12,106.710486,99.97899
2023-01-13,106.911602,100.194309
2023-01-16,107.076277,100.414016
2023-01-17,107.208037,100.63765
2023-01-18,107.310827,100.864743
2023-01-19,107.388951,101.094812
2023-01-20,107.447006,101.327365
2023-01-23,107.489818,101.561901
2023-01-24,107.522369,101.797911
2023-01-25,107.549735,102.034879
2023-01-26,107.577012,102.272285
2023-01-27,107.60926,102.509603
2023-01-30,107.651433,102.746308
2023-01-31,107.708323,102.981872
2023-02-01,107.784507,103.215767
2023-02-02,107.884297,103.447469
2023-02-03,108.011691,103.676458
2023-02-06,108.170336,103.902218
2023-02-07,108.363487,104.124241
2023-02-08,108.593978,104.342027
2023-02-09,108.86419,104.555088
2023-02-10,109.176032,104.762946
2023-02-13,109.530915,104.965137
2023-02-14,109.929738,105.161214
2023-02-15,110.372877,105.350743
2023-02-16,110.860171,105.533312
2023-02-17,111.390923,105.708527
2023-02-20,111.963894,105.876014
2023-02-21,112.577308,106.035423
2023-02-22,113.228861,106.186427
2023-02-23,113.915733,106.328725
2023-02-24,114.634608,106.46204
2023-02-27,115.381695,106.586124
2023-02-28,116.152764,106.700756
2023-03-01,116.943178,106.805745
2023-03-02,117.74794,106.900928
2023-03-03,118.561744,106.986173
2023-03-06,119.379032,107.061379
2023-03-07,120.194056,107.126476
2023-03-08,121.000953,107.181425
2023-03-09,121.793815,107.22622
2023-03-10,122.566772,107.260885
2023-03-13,123.314073,107.285477
2023-03-14,124.03017,107.300083
2023-03-15,124.709805,107.304821
2023-03-16,125.348089,107.299842
2023-03-17,125.940581,107.285324
2023-03-20,126.483367,107.261475
2023-03-21,126.973121,107.228533
2023-03-22,127.407164,107.186764
2023-03-23,127.783515,107.136457
2023-03-24,128.100923,107.077932
2023-03-27,128.358895,107.011529
2023-03-28,128.557702,106.937614
2023-03-29,128.698379,106.856573
2023-03-30,128.782711,106.768814
2023-03-31,128.8132,106.674763
2023-04-03,128.793027,106.574866
2023-04-04,128.725999,106.469583
2023-04-05,128.616491,106.359388
2023-04-06,128.469374,106.244771
2023-04-07,128.289941,106.12623
2023-04-10,128.083827,106.004274
2023-04-11,127.856927,105.879422
2023-04-12,127.615312,105.752198
2023-04-13,127.365148,105.62313
2023-04-14,127.112609,105.49275
2023-04-17,126.863807,105.361594
2023-04-18,126.624711,105.230195
2023-04-19,126.40108,105.099086
2023-04-20,126.198401,104.968798
2023-04-21,126.021828,104.839856
2023-04-24,125.876131,104.71278
2023-04-25,125.76565,104.588085
2023-04-26,125.694254,104.466275
2023-04-27,125.665306,104.347845
2023-04-28,125.681634,104.23328
2023-05-01,125.745505,104.123052
2023-05-02,125.858608,104.017621
2023-05-03,126.022038,103.917432
2023-05-04,126.236285,103.822915
2023-05-05,126.501227,103.734484
2023-05-08,126.816133,103.652536
2023-05-09,127.179658,103.577451
2023-05-10,127.589857,103.509588
2023-05-11,128.044197,103.449289
2023-05-12,128.539568,103.396876
2023-05-15,129.072316,103.352649
2023-05-16,129.638265,103.316887
2023-05-17,130.232753,103.289848
2023-05-18,130.850679,103.271767
2023-05-19,131.48655,103.262856
2023-05-22,132.134532,103.263306
2023-05-23,132.788523,103.273282
2023-05-24,133.442214,103.292926
2023-05-25,134.089169,103.322357
2023-05-26,134.722905,103.361668
2023-05-29,135.336977,103.410928
2023-05-30,135.92507,103.470182
2023-05-31,136.481085,103.539451
2023-06-01,136.999232,103.618728
2023-06-02,137.474118,103.707983
2023-06-05,137.900833,103.807163
2023-06-06,138.275028,103.916186
2023-06-07,138.592989,104.034948
2023-06-08,138.851698,104.16332
2023-06-09,139.048885,104.301147
2023-06-12,139.18307,104.44825
2023-06-13,139.253586,104.604428
2023-06-14,139.260593,104.769453
2023-06-15,139.205076,104.943075
2023-06-16,139.08883,105.125022
2023-06-19,138.914427,105.314996
2023-06-20,138.685172,105.51268
2023-06-21,138.405055,105.717733
2023-06-22,138.078676,105.929795
2023-06-23,137.71118,106.148483
2023-06-26,137.308168,106.373398
2023-06-27,136.875617,106.604117
2023-06-28,136.419788,106.840203
2023-06-29,135.947137,107.0812
2023-06-30,135.464224,107.326636
2023-07-03,134.977626,107.576025
2023-07-04,134.493852,107.828864
2023-07-05,134.019264,108.084639
2023-07-06,133.560002,108.342825
2023-07-07,133.121915,108.602885
2023-07-10,132.710502,108.864273
2023-07-11,132.330852,109.126436
2023-07-12,131.9876,109.388815
2023-07-13,131.684882,109.650844
2023-07-14,131.4263,109.911957
2023-07-17,131.214895,110.171584
2023-07-18,131.053119,110.429156
2023-07-19,130.942821,110.684106
2023-07-20,130.885227,110.93587
2023-07-21,130.880941,111.18389
2023-07-24,130.929931,111.427614
2023-07-25,131.031536,111.666498
2023-07-26,131.184469,111.900011
2023-07-27,131.386825,112.127632
2023-07-28,131.6361,112.348855
2023-07-31,131.929204,112.56319
2023-08-01,132.262491,112.770163
2023-08-02,132.631787,112.969321
2023-08-03,133.032428,113.160231
2023-08-04,133.459301,113.34248
2023-08-07,133.906896,113.515683
2023-08-08,134.369359,113.679478
2023-08-09,134.840557,113.833527
2023-08-10,135.314145,113.977525
2023-08-11,135.783645,114.111192
2023-08-14,136.24252,114.23428
2023-08-15,136.684263,114.34657
2023-08-16,137.102483,114.447877
2023-08-17,137.490996,114.538047
2023-08-18,137.843913,114.61696
2023-08-21,138.155729,114.684529
2023-08-22,138.421407,114.740702
2023-08-23,138.636461,114.785459
2023-08-24,138.797024,114.818817
2023-08-25,138.899915,114.840824
2023-08-28,138.942691,114.851566
2023-08-29,138.923689,114.85116
2023-08-30,138.842054,114.839755
2023-08-31,138.697753,114.817536
2023-09-01,138.491574,114.784718
2023-09-04,138.225116,114.741548
2023-09-05,137.900758,114.688302
2023-09-06,137.521618,114.625286
2023-09-07,137.091502,114.552834
2023-09-08,136.614837,114.471307
2023-09-11,136.096604,114.381092
2023-09-12,135.542253,114.282599
2023-09-13,134.95762,114.17626
2023-09-14,134.348838,114.06253
2023-09-15,133.722251,113.941883
2023-09-18,133.084316,113.814809
2023-09-19,132.441525,113.681818
2023-09-20,131.800314,113.54343
2023-09-21,131.166984,113.40018
2023-09-22,130.54763,113.252615
2023-09-25,129.948069,113.101288
2023-09-26,129.373779,112.946763
2023-09-27,128.829846,112.789607
2023-09-28,128.320913,112.630391
2023-09-29,127.851143,112.469691
2023-10-02,127.424179,112.30808
2023-10-03,127.043121,112.146133
2023-10-04,126.710499,111.984418
2023-10-05,126.428259,111.823503
2023-10-06,126.197751,111.663948
2023-10-09,126.019717,111.506306
2023-10-10,125.894295,111.35112
2023-10-11,125.821017,111.198925
2023-10-12,125.798815,111.050243
2023-10-13,125.826033,110.905582
2023-10-16,125.900439,110.765439
2023-10-17,126.019244,110.630294
2023-10-18,126.179129,110.50061
2023-10-19,126.376272,110.376834
2023-10-20,126.60638,110.259394
2023-10-23,126.864732,110.148699
2023-10-24,127.146223,110.045139
2023-10-25,127.445415,109.949081
2023-10-26,127.756596,109.860873
2023-10-27,128.07384,109.780839
2023-10-30,128.391081,109.70928
2023-10-31,128.702179,109.646476
2023-11-01,129.001005,109.592679
2023-11-02,129.281516,109.548121
2023-11-03,129.537842,109.513006
2023-11-06,129.764365,109.487514
2023-11-07,129.955804,109.4718
2023-11-08,130.107296,109.465992
2023-11-09,130.214468,109.470193
2023-11-10,130.273507,109.48448
2023-11-13,130.281223,109.508902
2023-11-14,130.235102,109.543482
2023-11-15,130.133343,109.588219
2023-11-16,129.974894,109.643083
2023-11-17,129.759463,109.708017
2023-11-20,129.487526,109.782939
2023-11-21,129.160318,109.86774
2023-11-22,128.779809,109.962285
2023-11-23,128.348669,110.066413
2023-11-24,127.870225,110.179937
2023-11-27,127.348402,110.302645
2023-11-28,126.787659,110.434298
2023-11-29,126.192917,110.574635
2023-11-30,125.569481,110.723369
2023-12-01,124.922957,110.880189
2023-12-04,124.259172,111.044761
2023-12-05,123.584089,111.216729
2023-12-06,122.903723,111.395713
2023-12-07,122.224064,111.581315
2023-12-08,121.551003,111.773114
2023-12-11,120.890255,111.970668
2023-12-12,120.247304,112.17352
2023-12-13,119.627334,112.381193
2023-12-14,119.035184,112.593192
2023-12-15,118.475298,112.809009
2023-12-18,117.951688,113.02812
2023-12-19,117.467898,113.249988
2023-12-20,117.02698,113.474064
2023-12-21,116.631469,113.699788
2023-12-22,116.283371,113.926592
2023-12-25,115.984143,114.153899
2023-12-26,115.734697,114.381127
2023-12-27,115.535387,114.607688
2023-12-28,115.386016,114.832992
2023-12-29,115.285836,115.056449
2024-01-01,115.233561,115.277468
2024-01-02,115.227376,115.495459
2024-01-03,115.264956,115.709839
2024-01-04,115.343481,115.920029
2024-01-05,115.459668,116.125458
2024-01-08,115.609791,116.325565
2024-01-09,115.789725,116.519799
2024-01-10,115.994975,116.707624
2024-01-11,116.220726,116.888518
2024-01-12,116.461892,117.061976
2024-01-15,116.713168,117.227511
2024-01-16,116.96909,117.384658
2024-01-17,117.224101,117.532971
2024-01-18,117.472617,117.672029
2024-01-19,117.709099,117.801438
2024-01-22,117.928126,117.920827
2024-01-23,118.124473,118.029856
2024-01-24,118.293178,118.128211
2024-01-25,118.429625,118.21561
2024-01-26,118.529606,118.291804
2024-01-29,118.58939,118.356573
2024-01-30,118.605779,118.409734
2024-01-31,118.576165,118.451133
2024-02-01,118.498567,118.480656
2024-02-02,118.371666,118.498219
2024-02-05,118.194824,118.503777
2024-02-06,117.968097,118.497319
2024-02-07,117.692233,118.478869
2024-02-08,117.368654,118.448486
2024-02-09,116.999435,118.406267
2024-02-12,116.587267,118.352341
2024-02-13,116.13541,118.286873
2024-02-14,115.647639,118.210059
2024-02-15,115.128184,118.122132
2024-02-16,114.581658,118.023353
2024-02-19,114.012991,117.914017
