date,value,contributed,cash_in,return,nav,drawdown
2021-06-04,6342.14335205,6000.00000000,0.00000000,0.00200360,1.12809187,-0.00549823
2021-06-07,6355.25643781,6000.00000000,0.00000000,0.00206761,1.13042433,-0.00344199
2021-06-08,6368.63956065,6000.00000000,0.00000000,0.00210584,1.13280481,-0.00134340
2021-06-09,6382.12368188,6000.00000000,0.00000000,0.00211727,1.13520327,0.00000000
2021-06-10,6395.53419118,6000.00000000,0.00000000,0.00210126,1.13758862,0.00000000
2021-06-11,6408.69297969,6000.00000000,0.00000000,0.00205750,1.13992921,0.00000000
2021-06-14,6421.42087337,6000.00000000,0.00000000,0.00198604,1.14219315,0.00000000
2021-06-15,6433.54008912,6000.00000000,0.00000000,0.00188731,1.14434882,0.00000000
2021-06-16,6444.87672810,6000.00000000,0.00000000,0.00176212,1.14636530,0.00000000
2021-06-17,6455.26342108,6000.00000000,0.00000000,0.00161162,1.14821280,0.00000000
2021-06-18,6464.54208652,6000.00000000,0.00000000,0.00143738,1.14986322,0.00000000
2021-06-21,6472.56625294,6000.00000000,0.00000000,0.00124126,1.15129050,0.00000000
2021-06-22,6479.20371423,6000.00000000,0.00000000,0.00102548,1.15247112,0.00000000
2021-06-23,6484.33860730,6000.00000000,0.00000000,0.00079252,1.15338447,0.00000000
2021-06-24,6487.87375267,6000.00000000,0.00000000,0.00054518,1.15401328,0.00000000
2021-06-25,6489.73224363,6000.00000000,0.00000000,0.00028646,1.15434385,0.00000000
2021-06-28,6489.85892990,6000.00000000,0.00000000,0.00001952,1.15436639,0.00000000
2021-06-29,6488.22169479,6000.00000000,0.00000000,-0.00025228,1.15407517,-0.00025228
2021-06-30,6484.81200917,6000.00000000,0.00000000,-0.00052552,1.15346868,-0.00077766
2021-07-01,7479.64536995,7000.00000000,1000.00000000,-0.00079673,1.15254968,-0.00157377
2021-07-02,7471.67001468,7000.00000000,0.00000000,-0.00106627,1.15132074,-0.00263837
2021-07-05,7461.79959474,7000.00000000,0.00000000,-0.00132105,1.14979979,-0.00395593
2021-07-06,7450.13191007,7000.00000000,0.00000000,-0.00156366,1.14800190,-0.00551340
2021-07-07,7436.78897496,7000.00000000,0.00000000,-0.00179097,1.14594587,-0.00729449
2021-07-08,7421.91520927,7000.00000000,0.00000000,-0.00200003,1.14365395,-0.00927993
2021-07-09,7405.67522936,7000.00000000,0.00000000,-0.00218811,1.14115151,-0.01144773
2021-07-12,7388.25108036,7000.00000000,0.00000000,-0.00235281,1.13846659,-0.01377361
2021-07-13,7369.83965617,7000.00000000,0.00000000,-0.00249199,1.13562955,-0.01623127
2021-07-14,7350.64985026,7000.00000000,0.00000000,-0.00260383,1.13267257,-0.01879284
2021-07-15,7330.89945637,7000.00000000,0.00000000,-0.00268689,1.12962920,-0.02142924
2021-07-16,7310.81201888,7000.00000000,0.00000000,-0.00274011,1.12653389,-0.02411062
2021-07-19,7290.61401198,7000.00000000,0.00000000,-0.00276276,1.12342155,-0.02680677
2021-07-20,7270.53167441,7000.00000000,0.00000000,-0.00275455,1.12032704,-0.02948748
2021-07-21,7250.78823080,7000.00000000,0.00000000,-0.00271554,1.11728474,-0.03212294
2021-07-22,7231.60130706,7000.00000000,0.00000000,-0.00264618,1.11432820,-0.03468413
2021-07-23,7213.18030007,7000.00000000,0.00000000,-0.00254729,1.11148968,-0.03714307
2021-07-26,7195.72412650,7000.00000000,0.00000000,-0.00242004,1.10879983,-0.03947322
2021-07-27,7179.41913552,7000.00000000,0.00000000,-0.00226593,1.10628737,-0.04164970
2021-07-28,7164.43732200,7000.00000000,0.00000000,-0.00208677,1.10397880,-0.04364956
2021-07-29,7150.93463217,7000.00000000,0.00000000,-0.00188468,1.10189815,-0.04545198
2021-07-30,7139.04960078,7000.00000000,0.00000000,-0.00166202,1.10006677,-0.04703846
2021-08-02,8128.90225122,8000.00000000,1000.00000000,-0.00142139,1.09850315,-0.04839299
2021-08-03,8119.46094293,8000.00000000,0.00000000,-0.00116145,1.09722729,-0.04949823
2021-08-04,8112.20210759,8000.00000000,0.00000000,-0.00089400,1.09624637,-0.05034798
2021-08-05,8107.19287631,8000.00000000,0.00000000,-0.00061749,1.09556944,-0.05093439
2021-08-06,8104.47626332,8000.00000000,0.00000000,-0.00033509,1.09520233,-0.05125241
2021-08-09,8104.07068428,8000.00000000,0.00000000,-0.00005004,1.09514752,-0.05129989
2021-08-10,8105.96977964,8000.00000000,0.00000000,0.00023434,1.09540416,-0.05107757
2021-08-11,8110.14266441,8000.00000000,0.00000000,0.00051479,1.09596806,-0.05058907
2021-08-12,8116.53386129,8000.00000000,0.00000000,0.00078805,1.09683174,-0.04984089
2021-08-13,8125.06414172,8000.00000000,0.00000000,0.00105098,1.09798448,-0.04884229
2021-08-16,8135.63064190,8000.00000000,0.00000000,0.00130048,1.09941239,-0.04760533
2021-08-17,8148.10786255,8000.00000000,0.00000000,0.00153365,1.10109851,-0.04614469
2021-08-18,8162.34862600,8000.00000000,0.00000000,0.00174774,1.10302294,-0.04447760
2021-08-19,8178.18525887,8000.00000000,0.00000000,0.00194021,1.10516303,-0.04262369
2021-08-20,8195.43102481,8000.00000000,0.00000000,0.00210875,1.10749355,-0.04060482
2021-08-23,8213.88161814,8000.00000000,0.00000000,0.00225133,1.10998688,-0.03844491
2021-08-24,8233.31734004,8000.00000000,0.00000000,0.00236620,1.11261333,-0.03616967
2021-08-25,8253.50493386,8000.00000000,0.00000000,0.00245194,1.11534139,-0.03380642
2021-08-26,8274.20021251,8000.00000000,0.00000000,0.00250745,1.11813806,-0.03138373
2021-08-27,8295.15057632,8000.00000000,0.00000000,0.00253201,1.12096920,-0.02893119
2021-08-30,8316.09792095,8000.00000000,0.00000000,0.00252525,1.12379993,-0.02647899
2021-08-31,8336.78166135,8000.00000000,0.00000000,0.00248719,1.12659503,-0.02405766
2021-09-01,9356.94193843,9000.00000000,1000.00000000,0.00241823,1.12931940,-0.02169760
2021-09-02,9378.61984416,9000.00000000,0.00000000,0.00231677,1.13193578,-0.01943110
2021-09-03,9399.15130549,9000.00000000,0.00000000,0.00218918,1.13441379,-0.01728446
2021-09-06,9418.27120875,9000.00000000,0.00000000,0.00203422,1.13672143,-0.01528541
2021-09-07,9435.73013773,9000.00000000,0.00000000,0.00185373,1.13882860,-0.01346001
2021-09-08,9451.29827989,9000.00000000,0.00000000,0.00164991,1.14070757,-0.01183230
2021-09-09,9464.76869399,9000.00000000,0.00000000,0.00142524,1.14233336,-0.01042392
2021-09-10,9475.96041237,9000.00000000,0.00000000,0.00118246,1.14368412,-0.00925379
2021-09-13,9484.72111019,9000.00000000,0.00000000,0.00092452,1.14474148,-0.00833783
2021-09-14,9490.92946637,9000.00000000,0.00000000,0.00065456,1.14549079,-0.00768872
2021-09-15,9494.49691280,9000.00000000,0.00000000,0.00037588,1.14592135,-0.00731573
2021-09-16,9495.36888783,9000.00000000,0.00000000,0.00009184,1.14602660,-0.00722456
2021-09-17,9493.52540048,9000.00000000,0.00000000,-0.00019415,1.14580410,-0.00741731
2021-09-20,9488.98121506,9000.00000000,0.00000000,-0.00047866,1.14525565,-0.00789242
2021-09-21,9481.78526618,9000.00000000,0.00000000,-0.00075835,1.14438714,-0.00864478
2021-09-22,9472.01948874,9000.00000000,0.00000000,-0.00102995,1.14320848,-0.00966583
2021-09-23,9459.79719826,9000.00000000,0.00000000,-0.00129036,1.14173333,-0.01094371
2021-09-24,9445.26102330,9000.00000000,0.00000000,-0.00153663,1.13997892,-0.01246352
2021-09-27,9428.57996537,9000.00000000,0.00000000,-0.00176608,1.13796563,-0.01420759
2021-09-28,9409.94681320,9000.00000000,0.00000000,-0.00197624,1.13571673,-0.01615575
2021-09-29,9389.57458504,9000.00000000,0.00000000,-0.00216497,1.13325794,-0.01828574
2021-09-30,9367.69310465,9000.00000000,0.00000000,-0.00233040,1.13061699,-0.02057353
2021-10-01,10344.54521888,10000.00000000,1000.00000000,-0.00247103,1.12782320,-0.02299373
2021-10-04,10317.81476085,10000.00000000,0.00000000,-0.00258401,1.12490889,-0.02551832
2021-10-05,10290.24728780,10000.00000000,0.00000000,-0.00267183,1.12190332,-0.02812198
2021-10-06,10262.13049048,10000.00000000,0.00000000,-0.00273237,1.11883786,-0.03077751
2021-10-07,10233.75047849,10000.00000000,0.00000000,-0.00276551,1.11574371,-0.03345790
2021-10-08,10205.38812856,10000.00000000,0.00000000,-0.00277145,1.11265148,-0.03613663
2021-10-11,10177.31544767,10000.00000000,0.00000000,-0.00275077,1.10959083,-0.03878800
2021-10-12,10149.79287856,10000.00000000,0.00000000,-0.00270431,1.10659016,-0.04138741
2021-10-13,10123.06598538,10000.00000000,0.00000000,-0.00263325,1.10367623,-0.04391167
2021-10-14,10097.36343812,10000.00000000,0.00000000,-0.00253901,1.10087399,-0.04633918
2021-10-15,10072.89438977,10000.00000000,0.00000000,-0.00242331,1.09820623,-0.04865020
2021-10-18,10049.84685293,10000.00000000,0.00000000,-0.00228807,1.09569345,-0.05082696
2021-10-19,10028.38609323,10000.00000000,0.00000000,-0.00213543,1.09335367,-0.05285385
2021-10-20,10008.65319351,10000.00000000,0.00000000,-0.00196770,1.09120228,-0.05471756
2021-10-21,9990.76430748,10000.00000000,0.00000000,-0.00178734,1.08925192,-0.05640710
2021-10-22,9974.80955286,10000.00000000,0.00000000,-0.00159695,1.08751244,-0.05791397
2021-10-25,9960.85285319,10000.00000000,0.00000000,-0.00139919,1.08599080,-0.05923213
2021-10-26,9948.93109454,10000.00000000,0.00000000,-0.00119686,1.08469102,-0.06035810
2021-10-27,9939.05466100,10000.00000000,0.00000000,-0.00099271,1.08361423,-0.06129090
2021-10-28,9931.20692026,10000.00000000,0.00000000,-0.00078959,1.08275863,-0.06203209
2021-10-29,9925.34480549,10000.00000000,0.00000000,-0.00059027,1.08211951,-0.06258575
2021-11-01,10921.39928131,11000.00000000,1000.00000000,-0.00039752,1.08168934,-0.06295839
2021-11-02,10919.08230333,11000.00000000,0.00000000,-0.00021215,1.08145986,-0.06315718
2021-11-03,10918.64627850,11000.00000000,0.00000000,-0.00003993,1.08141668,-0.06319459
2021-11-04,10919.93401588,11000.00000000,0.00000000,0.00011794,1.08154422,-0.06308410
2021-11-05,10922.76367977,11000.00000000,0.00000000,0.00025913,1.08182448,-0.06284132
2021-11-08,10926.93074237,11000.00000000,0.00000000,0.00038150,1.08223719,-0.06248379
2021-11-09,10932.20990204,11000.00000000,0.00000000,0.00048313,1.08276006,-0.06203085
2021-11-10,10938.35716883,11000.00000000,0.00000000,0.00056231,1.08336890,-0.06150342
2021-11-11,10945.11265490,11000.00000000,0.00000000,0.00061760,1.08403799,-0.06092381
2021-11-12,10952.20329978,11000.00000000,0.00000000,0.00064784,1.08474027,-0.06031544
2021-11-15,10959.34603483,11000.00000000,0.00000000,0.00065217,1.08544771,-0.05970261
2021-11-16,10966.25113081,11000.00000000,0.00000000,0.00063006,1.08613161,-0.05911016
2021-11-17,10972.62588654,11000.00000000,0.00000000,0.00058131,1.08676298,-0.05856321
2021-11-18,10978.17864915,11000.00000000,0.00000000,0.00050606,1.08731295,-0.05808679
2021-11-19,10982.62246886,11000.00000000,0.00000000,0.00040479,1.08775308,-0.05770552
2021-11-22,10985.67961829,11000.00000000,0.00000000,0.00027836,1.08805587,-0.05744322
2021-11-23,10987.08552152,11000.00000000,0.00000000,0.00012798,1.08819511,-0.05732259
2021-11-24,10986.59289061,11000.00000000,0.00000000,-0.00004484,1.08814632,-0.05736486
2021-11-25,10983.97562172,11000.00000000,0.00000000,-0.00023822,1.08788710,-0.05758942
2021-11-26,10979.03284914,11000.00000000,0.00000000,-0.00045000,1.08739755,-0.05801350
2021-11-29,10971.59194317,11000.00000000,0.00000000,-0.00067774,1.08666058,-0.05865192
2021-11-30,10961.51199995,11000.00000000,0.00000000,-0.00091873,1.08566223,-0.05951677
2021-12-01,11948.68606688,12000.00000000,1000.00000000,-0.00117009,1.08439191,-0.06061722
2021-12-02,11931.60969713,12000.00000000,0.00000000,-0.00142914,1.08284216,-0.06195973
2021-12-03,11911.42524090,12000.00000000,0.00000000,-0.00169168,1.08101034,-0.06354659
2021-12-06,11888.13849602,12000.00000000,0.00000000,-0.00195499,1.07889697,-0.06537735
2021-12-07,11861.79776470,12000.00000000,0.00000000,-0.00221572,1.07650644,-0.06744821
2021-12-08,11832.49256571,12000.00000000,0.00000000,-0.00247055,1.07384688,-0.06975213
2021-12-09,11800.35298224,12000.00000000,0.00000000,-0.00271621,1.07093008,-0.07227888
2021-12-10,11765.54736049,12000.00000000,0.00000000,-0.00294954,1.06777133,-0.07501523
2021-12-13,11728.27983484,12000.00000000,0.00000000,-0.00316751,1.06438915,-0.07794513
2021-12-14,11688.78708465,12000.00000000,0.00000000,-0.00336731,1.06080502,-0.08104998
2021-12-15,11647.33494516,12000.00000000,0.00000000,-0.00354632,1.05704307,-0.08430886
2021-12-16,11604.21397587,12000.00000000,0.00000000,-0.00370222,1.05312966,-0.08769895
2021-12-17,11559.73547427,12000.00000000,0.00000000,-0.00383296,1.04909306,-0.09119577
2021-12-20,11514.22666376,12000.00000000,0.00000000,-0.00393684,1.04496295,-0.09477358
2021-12-21,11468.02634465,12000.00000000,0.00000000,-0.00401246,1.04077008,-0.09840576
2021-12-22,11421.47987393,12000.00000000,0.00000000,-0.00405880,1.03654580,-0.10206516
2021-12-23,11374.93482456,12000.00000000,0.00000000,-0.00407522,1.03232165,-0.10572444
2021-12-24,11328.73664631,12000.00000000,0.00000000,-0.00406140,1.02812898,-0.10935645
2021-12-27,11283.22397076,12000.00000000,0.00000000,-0.00401745,1.02399851,-0.11293457
2021-12-28,11238.72532279,12000.00000000,0.00000000,-0.00394379,1.01996008,-0.11643297
2021-12-29,11195.55497022,12000.00000000,0.00000000,-0.00384121,1.01604220,-0.11982694
2021-12-30,11154.00990693,12000.00000000,0.00000000,-0.00371085,1.01227181,-0.12309313
2021-12-31,11114.36694349,12000.00000000,0.00000000,-0.00355414,1.00867405,-0.12620979
2022-01-03,12076.87989845,13000.00000000,1000.00000000,-0.00337285,1.00527195,-0.12915695
2022-01-04,12038.57412685,13000.00000000,0.00000000,-0.00317183,1.00208340,-0.13191911
2022-01-05,12003.09093802,13000.00000000,0.00000000,-0.00294746,0.99912980,-0.13447774
2022-01-06,11970.61978794,13000.00000000,0.00000000,-0.00270523,0.99642692,-0.13681918
2022-01-07,11941.31781302,13000.00000000,0.00000000,-0.00244782,0.99398785,-0.13893209
2022-01-10,11915.30869241,13000.00000000,0.00000000,-0.00217808,0.99182286,-0.14080757
2022-01-11,11892.68206429,13000.00000000,0.00000000,-0.00189895,0.98993944,-0.14243913
2022-01-12,11873.49326886,13000.00000000,0.00000000,-0.00161350,0.98834217,-0.14382281
2022-01-13,11857.76260613,13000.00000000,0.00000000,-0.00132486,0.98703276,-0.14495712
2022-01-14,11845.47604837,13000.00000000,0.00000000,-0.00103616,0.98601004,-0.14584308
2022-01-17,11836.58524017,13000.00000000,0.00000000,-0.00075057,0.98526997,-0.14648418
2022-01-18,11831.00787407,13000.00000000,0.00000000,-0.00047120,0.98480572,-0.14688635
2022-01-19,11828.62874939,13000.00000000,0.00000000,-0.00020109,0.98460768,-0.14705791
2022-01-20,11829.30068212,13000.00000000,0.00000000,0.00005681,0.98466361,-0.14700946
2022-01-21,11832.84555362,13000.00000000,0.00000000,0.00029967,0.98495868,-0.14675384
2022-01-24,11839.05598237,13000.00000000,0.00000000,0.00052485,0.98547564,-0.14630602
2022-01-25,11847.69724334,13000.00000000,0.00000000,0.00072989,0.98619493,-0.14568291
2022-01-26,11858.50894944,13000.00000000,0.00000000,0.00091256,0.98709489,-0.14490330
2022-01-27,11871.20793043,13000.00000000,0.00000000,0.00107088,0.98815194,-0.14398760
2022-01-28,11885.49039930,13000.00000000,0.00000000,0.00120312,0.98934081,-0.14295771
2022-01-31,11901.03539492,13000.00000000,0.00000000,0.00130790,0.99063476,-0.14183679
2022-02-01,12917.50782890,14000.00000000,1000.00000000,0.00138412,0.99200592,-0.14064899
2022-02-02,12936.00676335,14000.00000000,0.00000000,0.00143208,0.99342655,-0.13941833
2022-02-03,12954.75377609,14000.00000000,0.00000000,0.00144921,0.99486624,-0.13817117
2022-02-04,12973.36420984,14000.00000000,0.00000000,0.00143657,0.99629543,-0.13693309
2022-02-07,12991.45548332,14000.00000000,0.00000000,0.00139449,0.99768476,-0.13572954
2022-02-08,13008.65193651,14000.00000000,0.00000000,0.00132367,0.99900537,-0.13458553
2022-02-09,13024.58994222,14000.00000000,0.00000000,0.00122519,1.00022934,-0.13352524
2022-02-10,13038.92261107,14000.00000000,0.00000000,0.00110043,1.00133002,-0.13257174
2022-02-11,13051.32464695,14000.00000000,0.00000000,0.00095115,1.00228244,-0.13174668
2022-02-14,13061.49702911,14000.00000000,0.00000000,0.00077941,1.00306363,-0.13106996
2022-02-15,13069.17141640,14000.00000000,0.00000000,0.00058756,1.00365299,-0.13055941
2022-02-16,13074.11356267,14000.00000000,0.00000000,0.00037815,1.00403253,-0.13023063
2022-02-17,13076.12730175,14000.00000000,0.00000000,0.00015402,1.00418717,-0.13009666
2022-02-18,13075.05696367,14000.00000000,0.00000000,-0.00008185,1.00410498,-0.13016787
2022-02-21,13070.78972721,14000.00000000,0.00000000,-0.00032636,1.00377727,-0.13045175
2022-02-22,13063.25681141,14000.00000000,0.00000000,-0.00057632,1.00319878,-0.13095288
2022-02-23,13052.43421731,14000.00000000,0.00000000,-0.00082848,1.00236765,-0.13167287
2022-02-24,13038.34295216,14000.00000000,0.00000000,-0.00107959,1.00128551,-0.13261031
2022-02-25,13021.04755886,14000.00000000,0.00000000,-0.00132650,0.99995730,-0.13376090
