date,value,contributed,cash_in,return,nav,drawdown
2021-02-24,2027.84002527,2000.00000000,0.00000000,-0.00006316,1.04938230,-0.02205308
2021-02-25,2028.46349900,2000.00000000,0.00000000,0.00030746,1.04970494,-0.02175241
2021-02-26,2029.87964857,2000.00000000,0.00000000,0.00069814,1.05043778,-0.02106945
2021-03-01,3032.12062930,3000.00000000,1000.00000000,0.00110400,1.05159746,-0.01998872
2021-03-02,3036.72911202,3000.00000000,0.00000000,0.00151989,1.05319577,-0.01849921
2021-03-03,3042.62206827,3000.00000000,0.00000000,0.00194056,1.05523956,-0.01659455
2021-03-04,3049.80474574,3000.00000000,0.00000000,0.00236069,1.05773065,-0.01427304
2021-03-05,3058.26783121,3000.00000000,0.00000000,0.00277496,1.06066581,-0.01153769
2021-03-08,3067.98727757,3000.00000000,0.00000000,0.00317809,1.06403670,-0.00839626
2021-03-09,3078.92453447,3000.00000000,0.00000000,0.00356496,1.06782995,-0.00486123
2021-03-10,3091.02666366,3000.00000000,0.00000000,0.00393064,1.07202720,-0.00094971
2021-03-11,3104.22656963,3000.00000000,0.00000000,0.00427040,1.07660518,0.00000000
2021-03-12,3118.44360518,3000.00000000,0.00000000,0.00457990,1.08153592,0.00000000
2021-03-15,3133.58406152,3000.00000000,0.00000000,0.00485513,1.08678692,0.00000000
2021-03-16,3149.54180263,3000.00000000,0.00000000,0.00509249,1.09232137,0.00000000
2021-03-17,3166.19936094,3000.00000000,0.00000000,0.00528888,1.09809853,0.00000000
2021-03-18,3183.42877352,3000.00000000,0.00000000,0.00544167,1.10407402,0.00000000
2021-03-19,3201.09302368,3000.00000000,0.00000000,0.00554881,1.11020032,0.00000000
2021-03-22,3219.04716559,3000.00000000,0.00000000,0.00560875,1.11642716,0.00000000
2021-03-23,3237.14022716,3000.00000000,0.00000000,0.00562063,1.12270218,0.00000000
2021-03-24,3255.21656531,3000.00000000,0.00000000,0.00558405,1.12897140,0.00000000
2021-03-25,3273.11811496,3000.00000000,0.00000000,0.00549934,1.13518000,0.00000000
2021-03-26,3290.68606133,3000.00000000,0.00000000,0.00536734,1.14127290,0.00000000
2021-03-29,3307.76323317,3000.00000000,0.00000000,0.00518955,1.14719559,0.00000000
2021-03-30,3324.19606340,3000.00000000,0.00000000,0.00496796,1.15289481,0.00000000
2021-03-31,3339.83692465,3000.00000000,0.00000000,0.00470516,1.15831936,0.00000000
2021-04-01,4354.54629174,4000.00000000,1000.00000000,0.00440422,1.16342085,0.00000000
2021-04-02,4372.26359526,4000.00000000,0.00000000,0.00406869,1.16815445,0.00000000
2021-04-05,4388.45208144,4000.00000000,0.00000000,0.00370254,1.17247959,0.00000000
2021-04-06,4402.97842883,4000.00000000,0.00000000,0.00331013,1.17636065,0.00000000
2021-04-07,4415.72997671,4000.00000000,0.00000000,0.00289612,1.17976753,0.00000000
2021-04-08,4426.61659649,4000.00000000,0.00000000,0.00246542,1.18267615,0.00000000
2021-04-09,4435.57237602,4000.00000000,0.00000000,0.00202317,1.18506890,0.00000000
2021-04-12,4442.55666763,4000.00000000,0.00000000,0.00157461,1.18693492,0.00000000
2021-04-13,4447.55491148,4000.00000000,0.00000000,0.00112508,1.18827032,0.00000000
2021-04-14,4450.57882282,4000.00000000,0.00000000,0.00067990,1.18907823,0.00000000
2021-04-15,4451.66631702,4000.00000000,0.00000000,0.00024435,1.18936878,0.00000000
2021-04-16,4450.88079849,4000.00000000,0.00000000,-0.00017645,1.18915891,-0.00017645
2021-04-19,4448.31018753,4000.00000000,0.00000000,-0.00057755,1.18847211,-0.00075390
2021-04-20,4444.06542313,4000.00000000,0.00000000,-0.00095424,1.18733802,-0.00170743
2021-04-21,4438.27855415,4000.00000000,0.00000000,-0.00130216,1.18579192,-0.00300736
2021-04-22,4431.10086787,4000.00000000,0.00000000,-0.00161722,1.18387423,-0.00461972
2021-04-23,4422.70015765,4000.00000000,0.00000000,-0.00189585,1.18162978,-0.00650681
2021-04-26,4413.25836496,4000.00000000,0.00000000,-0.00213485,1.17910718,-0.00862777
2021-04-27,4402.96865991,4000.00000000,0.00000000,-0.00233154,1.17635804,-0.01093920
2021-04-28,4392.03282125,4000.00000000,0.00000000,-0.00248374,1.17343627,-0.01339577
2021-04-29,4380.65805487,4000.00000000,0.00000000,-0.00258986,1.17039723,-0.01595094
2021-04-30,4369.05448616,4000.00000000,0.00000000,-0.00264882,1.16729706,-0.01855751
2021-05-03,5357.43220304,5000.00000000,1000.00000000,-0.00266014,1.16419189,-0.02116828
2021-05-04,5343.37471289,5000.00000000,0.00000000,-0.00262392,1.16113714,-0.02373666
2021-05-05,5329.79788559,5000.00000000,0.00000000,-0.00254087,1.15818684,-0.02621722
2021-05-06,5316.94124725,5000.00000000,0.00000000,-0.00241222,1.15539304,-0.02856619
2021-05-07,5305.03231315,5000.00000000,0.00000000,-0.00223981,1.15280518,-0.03074202
2021-05-10,5294.28451692,5000.00000000,0.00000000,-0.00202596,1.15046964,-0.03270570
2021-05-11,5284.89477157,5000.00000000,0.00000000,-0.00177356,1.14842921,-0.03442126
2021-05-12,5277.04176678,5000.00000000,0.00000000,-0.00148593,1.14672272,-0.03585604
2021-05-13,5270.88417423,5000.00000000,0.00000000,-0.00116686,1.14538465,-0.03698107
2021-05-14,5266.55945107,5000.00000000,0.00000000,-0.00082049,1.14444487,-0.03777122
2021-05-17,5264.18241335,5000.00000000,0.00000000,-0.00045135,1.14392833,-0.03820552
2021-05-18,5263.84449978,5000.00000000,0.00000000,-0.00006419,1.14385490,-0.03826726
2021-05-19,5265.61289729,5000.00000000,0.00000000,0.00033595,1.14423918,-0.03794416
2021-05-20,5269.52994289,5000.00000000,0.00000000,0.00074389,1.14509037,-0.03722850
2021-05-21,5275.61280145,5000.00000000,0.00000000,0.00115435,1.14641220,-0.03611712
2021-05-24,5283.85323568,5000.00000000,0.00000000,0.00156199,1.14820288,-0.03461155
2021-05-25,5294.21760607,5000.00000000,0.00000000,0.00196152,1.15045510,-0.03271793
2021-05-26,5306.64705502,5000.00000000,0.00000000,0.00234774,1.15315607,-0.03044700
2021-05-27,5321.05769085,5000.00000000,0.00000000,0.00271558,1.15628756,-0.02781410
2021-05-28,5337.34137019,5000.00000000,0.00000000,0.00306023,1.15982607,-0.02483898
2021-05-31,5355.36638819,5000.00000000,0.00000000,0.00337715,1.16374298,-0.02154571
2021-06-01,6374.97839892,6000.00000000,1000.00000000,0.00366212,1.16800475,-0.01796249
2021-06-02,6399.91297758,6000.00000000,0.00000000,0.00391132,1.17257319,-0.01412143
2021-06-03,6426.28956176,6000.00000000,0.00000000,0.00412140,1.17740583,-0.01005823
2021-06-04,6453.85468160,6000.00000000,0.00000000,0.00428943,1.18245623,-0.00581195
2021-06-07,6482.33603712,6000.00000000,0.00000000,0.00441308,1.18767450,-0.00142452
2021-06-08,6511.44506347,6000.00000000,0.00000000,0.00449051,1.19300777,0.00000000
2021-06-09,6540.87993285,6000.00000000,0.00000000,0.00452048,1.19840074,0.00000000
2021-06-10,6570.32926595,6000.00000000,0.00000000,0.00450235,1.20379636,0.00000000
2021-06-11,6599.47562508,6000.00000000,0.00000000,0.00443606,1.20913647,0.00000000
2021-06-14,6627.99960763,6000.00000000,0.00000000,0.00432216,1.21436255,0.00000000
2021-06-15,6655.58393965,6000.00000000,0.00000000,0.00416179,1.21941647,0.00000000
2021-06-16,6681.91789679,6000.00000000,0.00000000,0.00395667,1.22424130,0.00000000
2021-06-17,6706.70156156,6000.00000000,0.00000000,0.00370906,1.22878209,0.00000000
2021-06-18,6729.65057176,6000.00000000,0.00000000,0.00342180,1.23298674,0.00000000
2021-06-21,6750.50010489,6000.00000000,0.00000000,0.00309816,1.23680673,0.00000000
2021-06-22,6769.00918993,6000.00000000,0.00000000,0.00274188,1.24019791,0.00000000
2021-06-23,6784.96447338,6000.00000000,0.00000000,0.00235711,1.24312119,0.00000000
2021-06-24,6798.18393069,6000.00000000,0.00000000,0.00194835,1.24554322,0.00000000
2021-06-25,6808.51970445,6000.00000000,0.00000000,0.00152037,1.24743691,0.00000000
2021-06-28,6815.86061505,6000.00000000,0.00000000,0.00107819,1.24878189,0.00000000
2021-06-29,6820.13428931,6000.00000000,0.00000000,0.00062702,1.24956490,0.00000000
2021-06-30,6821.30819751,6000.00000000,0.00000000,0.00017212,1.24977998,0.00000000
2021-07-01,7819.39030834,7000.00000000,1000.00000000,-0.00028116,1.24942859,-0.00028116
2021-07-02,7813.70132200,7000.00000000,0.00000000,-0.00072755,1.24851957,-0.00100851
2021-07-05,7804.62342662,7000.00000000,0.00000000,-0.00116179,1.24706905,-0.00216913
2021-07-06,7792.30094027,7000.00000000,0.00000000,-0.00157887,1.24510009,-0.00374457
2021-07-07,7776.91942372,7000.00000000,0.00000000,-0.00197394,1.24264234,-0.00571112
2021-07-08,7758.70248865,7000.00000000,0.00000000,-0.00234244,1.23973153,-0.00804018
2021-07-09,7737.90829294,7000.00000000,0.00000000,-0.00268011,1.23640891,-0.01069874
2021-07-12,7714.82497209,7000.00000000,0.00000000,-0.00298315,1.23272052,-0.01364997
2021-07-13,7689.76638352,7000.00000000,0.00000000,-0.00324811,1.22871651,-0.01685374
2021-07-14,7663.06722502,7000.00000000,0.00000000,-0.00347204,1.22445036,-0.02026726
2021-07-15,7635.07809064,7000.00000000,0.00000000,-0.00365247,1.21997809,-0.02384571
2021-07-16,7606.16008853,7000.00000000,0.00000000,-0.00378752,1.21535740,-0.02754291
2021-07-19,7576.68027226,7000.00000000,0.00000000,-0.00387578,1.21064694,-0.03131194
2021-07-20,7547.00632126,7000.00000000,0.00000000,-0.00391648,1.20590546,-0.03510580
2021-07-21,7517.50190959,7000.00000000,0.00000000,-0.00390942,1.20119107,-0.03887797
2021-07-22,7488.52257542,7000.00000000,0.00000000,-0.00385492,1.19656058,-0.04258302
2021-07-23,7460.41102727,7000.00000000,0.00000000,-0.00375395,1.19206875,-0.04617711
2021-07-26,7433.49370188,7000.00000000,0.00000000,-0.00360802,1.18776774,-0.04961853
2021-07-27,7408.07719695,7000.00000000,0.00000000,-0.00341919,1.18370654,-0.05286806
2021-07-28,7384.44520453,7000.00000000,0.00000000,-0.00319003,1.17993048,-0.05588944
2021-07-29,7362.85581993,7000.00000000,0.00000000,-0.00292363,1.17648080,-0.05864967
2021-07-30,7343.53922611,7000.00000000,0.00000000,-0.00262352,1.17339428,-0.06111932
2021-08-02,8326.69581619,8000.00000000,1000.00000000,-0.00229364,1.17070294,-0.06327277
2021-08-03,8310.55613552,8000.00000000,0.00000000,-0.00193831,1.16843376,-0.06508843
2021-08-04,8297.57372058,8000.00000000,0.00000000,-0.00156216,1.16660848,-0.06654891
2021-08-05,8287.86471948,8000.00000000,0.00000000,-0.00117010,1.16524343,-0.06764115
2021-08-06,8281.50630352,8000.00000000,0.00000000,-0.00076720,1.16434946,-0.06835645
2021-08-09,8278.53581364,8000.00000000,0.00000000,-0.00035869,1.16393182,-0.06869062
2021-08-10,8278.95061818,8000.00000000,0.00000000,0.00005011,1.16399014,-0.06864395
2021-08-11,8282.70832630,8000.00000000,0.00000000,0.00045389,1.16451846,-0.06822122
2021-08-12,8289.72693015,8000.00000000,0.00000000,0.00084738,1.16550525,-0.06743165
2021-08-13,8299.88580071,8000.00000000,0.00000000,0.00122548,1.16693355,-0.06628881
2021-08-16,8313.02618563,8000.00000000,0.00000000,0.00158320,1.16878104,-0.06481056
2021-08-17,8328.95277398,8000.00000000,0.00000000,0.00191586,1.17102026,-0.06301887
2021-08-18,8347.43518992,8000.00000000,0.00000000,0.00221906,1.17361882,-0.06093965
2021-08-19,8368.20991307,8000.00000000,0.00000000,0.00248876,1.17653967,-0.05860256
2021-08-20,8390.98276793,8000.00000000,0.00000000,0.00272135,1.17974145,-0.05604069
2021-08-23,8415.43141323,8000.00000000,0.00000000,0.00291368,1.18317884,-0.05329029
2021-08-24,8441.20861375,8000.00000000,0.00000000,0.00306309,1.18680302,-0.05039044
2021-08-25,8467.94565436,8000.00000000,0.00000000,0.00316744,1.19056215,-0.04738260
2021-08-26,8495.25646524,8000.00000000,0.00000000,0.00322520,1.19440195,-0.04431022
2021-08-27,8522.74181837,8000.00000000,0.00000000,0.00323538,1.19826629,-0.04121821
2021-08-30,8549.99402175,8000.00000000,0.00000000,0.00319759,1.20209785,-0.03815242
2021-08-31,8576.60211163,8000.00000000,0.00000000,0.00311206,1.20583885,-0.03515909
2021-09-01,9602.15704463,9000.00000000,1000.00000000,0.00297961,1.20943178,-0.03228424
2021-09-02,9629.05865364,9000.00000000,0.00000000,0.00280162,1.21282015,-0.02957307
2021-09-03,9653.90237137,9000.00000000,0.00000000,0.00258008,1.21594932,-0.02706929
2021-09-06,9676.27534927,9000.00000000,0.00000000,0.00231751,1.21876729,-0.02481452
2021-09-07,9695.79141515,9000.00000000,0.00000000,0.00201690,1.22122542,-0.02284767
2021-09-08,9712.09758349,9000.00000000,0.00000000,0.00168178,1.22327925,-0.02120432
2021-09-09,9724.87921606,9000.00000000,0.00000000,0.00131605,1.22488915,-0.01991617
2021-09-10,9733.86542068,9000.00000000,0.00000000,0.00092404,1.22602100,-0.01901053
2021-09-13,9738.83310035,9000.00000000,0.00000000,0.00051035,1.22664670,-0.01850988
2021-09-14,9739.61100231,9000.00000000,0.00000000,0.00007988,1.22674468,-0.01843148
2021-09-15,9736.08257623,9000.00000000,0.00000000,-0.00036228,1.22630026,-0.01878708
2021-09-16,9728.18772089,9000.00000000,0.00000000,-0.00081089,1.22530587,-0.01958273
2021-09-17,9715.92389569,9000.00000000,0.00000000,-0.00126065,1.22376119,-0.02081870
2021-09-20,9699.34620002,9000.00000000,0.00000000,-0.00170624,1.22167316,-0.02248941
2021-09-21,9678.56634119,9000.00000000,0.00000000,-0.00214240,1.21905585,-0.02458363
2021-09-22,9653.75057013,9000.00000000,0.00000000,-0.00256399,1.21593020,-0.02708459
2021-09-23,9625.11698203,9000.00000000,0.00000000,-0.00296606,1.21232368,-0.02997032
2021-09-24,9592.93178482,9000.00000000,0.00000000,-0.00334388,1.20826982,-0.03321397
2021-09-27,9557.50445612,9000.00000000,0.00000000,-0.00369307,1.20380760,-0.03678438
2021-09-28,9519.18337661,9000.00000000,0.00000000,-0.00400953,1.19898090,-0.04064642
2021-09-29,9478.34955786,9000.00000000,0.00000000,-0.00428963,1.19383771,-0.04476169
2021-09-30,9435.41116419,9000.00000000,0.00000000,-0.00453016,1.18842944,-0.04908907
2021-10-01,10390.79692296,10000.00000000,1000.00000000,-0.00472838,1.18281009,-0.05358534
2021-10-04,10340.06807603,10000.00000000,0.00000000,-0.00488209,1.17703550,-0.05820583
2021-10-05,10288.47506443,10000.00000000,0.00000000,-0.00498962,1.17116254,-0.06290502
2021-10-06,10236.51976604,10000.00000000,0.00000000,-0.00504985,1.16524834,-0.06763722
2021-10-07,10184.69984203,10000.00000000,0.00000000,-0.00506226,1.15934955,-0.07235708
2021-10-08,10133.50258745,10000.00000000,0.00000000,-0.00502688,1.15352164,-0.07702023
2021-10-11,10083.39886971,10000.00000000,0.00000000,-0.00494436,1.14781821,-0.08158378
2021-10-12,10034.83838474,10000.00000000,0.00000000,-0.00481588,1.14229045,-0.08600676
2021-10-13,9988.24438611,10000.00000000,0.00000000,-0.00464322,1.13698654,-0.09025064
2021-10-14,9944.00981971,10000.00000000,0.00000000,-0.00442866,1.13195121,-0.09427961
2021-10-15,9902.49345837,10000.00000000,0.00000000,-0.00417501,1.12722530,-0.09806100
2021-10-18,9864.01656369,10000.00000000,0.00000000,-0.00388558,1.12284538,-0.10156556
2021-10-19,9828.86077763,10000.00000000,0.00000000,-0.00356404,1.11884351,-0.10476762
2021-10-20,9797.26522351,10000.00000000,0.00000000,-0.00321457,1.11524691,-0.10764540
2021-10-21,9769.42545186,10000.00000000,0.00000000,-0.00284159,1.11207784,-0.11018111
2021-10-22,9745.49159560,10000.00000000,0.00000000,-0.00244987,1.10935339,-0.11236105
2021-10-25,9725.56810647,10000.00000000,0.00000000,-0.00204438,1.10708545,-0.11417572
2021-10-26,9709.71234947,10000.00000000,0.00000000,-0.00163032,1.10528055,-0.11561989
2021-10-27,9697.93530565,10000.00000000,0.00000000,-0.00121291,1.10393994,-0.11669257
2021-10-28,9690.20122071,10000.00000000,0.00000000,-0.00079750,1.10305955,-0.11739701
2021-10-29,9686.42813210,10000.00000000,0.00000000,-0.00038937,1.10263005,-0.11774067
2021-11-01,10686.48883534,11000.00000000,1000.00000000,0.00000627,1.10263696,-0.11773514
2021-11-02,10690.59620171,11000.00000000,0.00000000,0.00038435,1.10306076,-0.11739604
2021-11-03,10698.50758247,11000.00000000,0.00000000,0.00074003,1.10387706,-0.11674288
2021-11-04,10709.94162595,11000.00000000,0.00000000,0.00106875,1.10505683,-0.11579890
2021-11-05,10724.57423979,11000.00000000,0.00000000,0.00136626,1.10656663,-0.11459085
2021-11-08,10742.04149855,11000.00000000,0.00000000,0.00162871,1.10836891,-0.11314877
2021-11-09,10761.94332652,11000.00000000,0.00000000,0.00185270,1.11042239,-0.11150570
2021-11-10,10783.84669603,11000.00000000,0.00000000,0.00203526,1.11268239,-0.10969738
2021-11-11,10807.29076405,11000.00000000,0.00000000,0.00217400,1.11510136,-0.10776186
2021-11-12,10831.79113661,11000.00000000,0.00000000,0.00226702,1.11762932,-0.10573914
2021-11-15,10856.84548997,11000.00000000,0.00000000,0.00231304,1.12021444,-0.10367068
2021-11-16,10881.93928877,11000.00000000,0.00000000,0.00231133,1.12280363,-0.10159896
2021-11-17,10906.55179495,11000.00000000,0.00000000,0.00226178,1.12534316,-0.09956698
2021-11-18,10930.16304577,11000.00000000,0.00000000,0.00216487,1.12777938,-0.09761766
2021-11-19,10952.26015349,11000.00000000,0.00000000,0.00202166,1.13005937,-0.09579335
2021-11-22,10972.34476799,11000.00000000,0.00000000,0.00183383,1.13213171,-0.09413519
2021-11-23,10989.93976410,11000.00000000,0.00000000,0.00160358,1.13394717,-0.09268256
2021-11-24,11004.59641350,11000.00000000,0.00000000,0.00133364,1.13545945,-0.09147252
2021-11-25,11015.90087818,11000.00000000,0.00000000,0.00102725,1.13662585,-0.09053924
2021-11-26,11023.48089780,11000.00000000,0.00000000,0.00068810,1.13740796,-0.08991344
2021-11-29,11027.01141083,11000.00000000,0.00000000,0.00032027,1.13777224,-0.08962197
2021-11-30,11026.21988508,11000.00000000,0.00000000,-0.00007178,1.13769057,-0.08968731
2021-12-01,12020.89058206,12000.00000000,1000.00000000,-0.00048333,1.13714069,-0.09012730
2021-12-02,12009.95905630,12000.00000000,0.00000000,-0.00090938,1.13610660,-0.09095471
2021-12-03,11993.80833986,12000.00000000,0.00000000,-0.00134478,1.13457879,-0.09217718
2021-12-06,11972.40798780,12000.00000000,0.00000000,-0.00178428,1.13255438,-0.09379699
2021-12-07,11945.79869908,12000.00000000,0.00000000,-0.00222255,1.13003722,-0.09581107
2021-12-08,11914.09062513,12000.00000000,0.00000000,-0.00265433,1.12703773,-0.09821109
2021-12-09,11877.46220705,12000.00000000,0.00000000,-0.00307438,1.12357279,-0.10098353
2021-12-10,11836.15626426,12000.00000000,0.00000000,-0.00347767,1.11966537,-0.10411001
2021-12-13,11790.47640035,12000.00000000,0.00000000,-0.00385935,1.11534419,-0.10756757
2021-12-14,11740.78129461,12000.00000000,0.00000000,-0.00421485,1.11064318,-0.11132904
2021-12-15,11687.47920504,12000.00000000,0.00000000,-0.00453991,1.10560096,-0.11536352
2021-12-16,11631.02088570,12000.00000000,0.00000000,-0.00483067,1.10026017,-0.11963691
2021-12-17,11571.89271543,12000.00000000,0.00000000,-0.00508366,1.09466682,-0.12411237
2021-12-20,11510.60898093,12000.00000000,0.00000000,-0.00529591,1.08886956,-0.12875100
2021-12-21,11447.70447693,12000.00000000,0.00000000,-0.00546492,1.08291898,-0.13351230
2021-12-22,11383.72636642,12000.00000000,0.00000000,-0.00558873,1.07686684,-0.13835486
2021-12-23,11319.22709797,12000.00000000,0.00000000,-0.00566592,1.07076540,-0.14323688
2021-12-24,11254.75679448,12000.00000000,0.00000000,-0.00569565,1.06466670,-0.14811669
2021-12-27,11190.85595912,12000.00000000,0.00000000,-0.00567767,1.05862187,-0.15295341
2021-12-28,11128.04976687,12000.00000000,0.00000000,-0.00561228,1.05268059,-0.15770727
2021-12-29,11066.84129899,12000.00000000,0.00000000,-0.00550038,1.04689045,-0.16234020
2021-12-30,11007.70636318,12000.00000000,0.00000000,-0.00534343,1.04129646,-0.16681618
2021-12-31,10951.08894796,12000.00000000,0.00000000,-0.00514343,1.03594062,-0.17110160
2022-01-03,11897.39646563,13000.00000000,1000.00000000,-0.00490294,1.03086147,-0.17516564
2022-01-04,11842.37128741,13000.00000000,0.00000000,-0.00462498,1.02609376,-0.17898048
2022-01-05,11791.29470595,13000.00000000,0.00000000,-0.00431304,1.02166818,-0.18252157
2022-01-06,11744.47117856,13000.00000000,0.00000000,-0.00397103,1.01761111,-0.18576779
2022-01-07,11702.15311166,13000.00000000,0.00000000,-0.00360323,1.01394442,-0.18870166
2022-01-10,11664.53912962,13000.00000000,0.00000000,-0.00321428,1.01068532,-0.19130940
2022-01-11,11631.77326682,13000.00000000,0.00000000,-0.00280901,1.00784629,-0.19358103
2022-01-12,11603.94404441,13000.00000000,0.00000000,-0.00239252,1.00543500,-0.19551040
2022-01-13,11581.08389321,13000.00000000,0.00000000,-0.00197003,1.00345426,-0.19709527
2022-01-14,11563.16984619,13000.00000000,0.00000000,-0.00154684,1.00190208,-0.19833723
2022-01-17,11550.12353848,13000.00000000,0.00000000,-0.00112826,1.00077167,-0.19924172
2022-01-18,11541.81224609,13000.00000000,0.00000000,-0.00071958,1.00005153,-0.19981793
2022-01-19,11538.05015541,13000.00000000,0.00000000,-0.00032595,0.99972556,-0.20007875
2022-01-20,11538.60020984,13000.00000000,0.00000000,0.00004767,0.99977322,-0.20004062
2022-01-21,11543.17561012,13000.00000000,0.00000000,0.00039653,1.00016966,-0.19972341
2022-01-24,11551.44293047,13000.00000000,0.00000000,0.00071621,1.00088599,-0.19915025
2022-01-25,11563.02465767,13000.00000000,0.00000000,0.00100262,1.00188950,-0.19834730
2022-01-26,11577.50265341,13000.00000000,0.00000000,0.00125209,1.00314396,-0.19734355
2022-01-27,11594.42253995,13000.00000000,0.00000000,0.00146145,1.00461000,-0.19617051
2022-01-28,11613.29739333,13000.00000000,0.00000000,0.00162793,1.00624543,-0.19486194
2022-01-31,11633.61339855,13000.00000000,0.00000000,0.00174937,1.00800573,-0.19345345
2022-02-01,12654.83492769,14000.00000000,1000.00000000,0.00182416,1.00984449,-0.19198218
2022-02-02,12678.26200774,14000.00000000,0.00000000,0.00185124,1.01171395,-0.19048635
2022-02-03,12701.46502512,14000.00000000,0.00000000,0.00183014,1.01356553,-0.18900483
2022-02-04,12723.83294541,14000.00000000,0.00000000,0.00176105,1.01535047,-0.18757662
2022-02-07,12744.75962144,14000.00000000,0.00000000,0.00164468,1.01702040,-0.18624045
2022-02-08,12763.65231475,14000.00000000,0.00000000,0.00148239,1.01852802,-0.18503414
2022-02-09,12779.93959033,14000.00000000,0.00000000,0.00127607,1.01982773,-0.18399419
2022-02-10,12793.07933684,14000.00000000,0.00000000,0.00102815,1.02087627,-0.18315521
2022-02-11,12802.56703734,14000.00000000,0.00000000,0.00074163,1.02163338,-0.18254941
2022-02-14,12807.94303754,14000.00000000,0.00000000,0.00041992,1.02206238,-0.18220615
2022-02-15,12808.80006471,14000.00000000,0.00000000,0.00006691,1.02213077,-0.18215143
2022-02-16,12804.78874148,14000.00000000,0.00000000,-0.00031317,1.02181067,-0.18240755
2022-02-17,12795.62422757,14000.00000000,0.00000000,-0.00071571,1.02107935,-0.18299271
2022-02-18,12781.08997918,14000.00000000,0.00000000,-0.00113588,1.01991953,-0.18392073
2022-02-21,12761.04175912,14000.00000000,0.00000000,-0.00156858,1.01831970,-0.18520082
2022-02-22,12735.40926584,14000.00000000,0.00000000,-0.00200865,1.01627425,-0.18683747
2022-02-23,12704.19763725,14000.00000000,0.00000000,-0.00245078,1.01378359,-0.18883035
2022-02-24,12667.48720005,14000.00000000,0.00000000,-0.00288963,1.01085413,-0.19117433
2022-02-25,12625.43146475,14000.00000000,0.00000000,-0.00331997,1.00749812,-0.19385961
